fvg_date,level,level_price,touch_ordinal,touch_ts,touch_date,touch_hour,days_since,approach,candle_dir,is_manip,reversed,mfe,mae
2025-10-03,l,25130.0,3,2025-10-06 05:45:00-04:00,2025-10-06,5,3,from_above,1,False,True,15.75,-5.25
2025-10-03,l,25130.0,4,2025-10-06 05:51:00-04:00,2025-10-06,5,3,from_below,1,False,False,7.25,-38.0
2025-10-03,l,25130.0,5,2025-10-06 05:58:00-04:00,2025-10-06,5,3,from_above,1,False,True,51.5,-8.75
2025-10-03,l,25130.0,6,2025-10-06 06:00:00-04:00,2025-10-06,6,3,from_above,1,False,True,52.0,-8.25
2025-10-03,ce,25145.0,1,2025-10-06 06:41:00-04:00,2025-10-06,6,3,from_below,1,False,True,14.25,-42.0
2025-10-03,ce,25145.0,2,2025-10-06 06:51:00-04:00,2025-10-06,6,3,from_above,1,False,True,27.0,-29.25
2025-10-03,ce,25145.0,3,2025-10-06 07:09:00-04:00,2025-10-06,7,3,from_above,1,False,True,69.75,-20.75
2025-10-03,ce,25145.0,4,2025-10-06 07:17:00-04:00,2025-10-06,7,3,from_above,1,False,True,95.75,-17.25
2025-10-03,ce,25145.0,5,2025-10-06 07:27:00-04:00,2025-10-06,7,3,from_below,1,False,True,10.0,-92.25
2025-10-03,ce,25145.0,6,2025-10-06 09:43:00-04:00,2025-10-06,9,3,from_above,1,False,True,57.75,-16.5
2025-10-06,h,25174.25,1,2025-10-07 00:10:00-04:00,2025-10-07,0,1,from_below,1,False,False,5.75,-8.75
2025-10-06,h,25174.25,2,2025-10-07 00:20:00-04:00,2025-10-07,0,1,from_above,1,False,False,7.5,-7.0
2025-10-06,h,25174.25,3,2025-10-07 00:26:00-04:00,2025-10-07,0,1,from_above,1,False,False,5.75,-8.75
2025-10-06,h,25174.25,4,2025-10-07 00:34:00-04:00,2025-10-07,0,1,from_above,1,False,False,6.25,-8.75
2025-10-06,h,25174.25,5,2025-10-07 00:40:00-04:00,2025-10-07,0,1,from_above,1,False,True,10.75,-7.0
2025-10-06,h,25174.25,6,2025-10-07 00:53:00-04:00,2025-10-07,0,1,from_above,1,False,False,9.0,-8.75
2025-10-06,l,25135.25,1,2025-10-07 03:20:00-04:00,2025-10-07,3,1,from_above,1,False,True,27.5,-1.25
2025-10-06,l,25135.25,2,2025-10-07 04:26:00-04:00,2025-10-07,4,1,from_above,1,False,True,46.0,-15.25
2025-10-06,l,25135.25,3,2025-10-07 04:32:00-04:00,2025-10-07,4,1,from_above,1,False,True,56.75,-4.5
2025-10-06,l,25135.25,4,2025-10-07 11:05:00-04:00,2025-10-07,11,1,from_above,1,False,True,31.25,-130.5
2025-10-06,l,25135.25,5,2025-10-08 09:33:00-04:00,2025-10-08,9,2,from_below,1,False,True,19.25,-100.25
2025-10-06,l,25135.25,6,2025-10-08 09:39:00-04:00,2025-10-08,9,2,from_below,1,False,True,33.5,-82.5
2025-10-06,ce,25154.75,1,2025-10-07 02:23:00-04:00,2025-10-07,2,1,from_above,1,False,True,10.0,-19.75
2025-10-06,ce,25154.75,2,2025-10-07 02:26:00-04:00,2025-10-07,2,1,from_below,1,False,True,17.0,-12.75
2025-10-06,ce,25154.75,3,2025-10-07 02:32:00-04:00,2025-10-07,2,1,from_below,1,False,True,16.5,-13.25
2025-10-06,ce,25154.75,4,2025-10-07 02:50:00-04:00,2025-10-07,2,1,from_above,1,False,False,8.5,-21.25
2025-10-06,ce,25154.75,5,2025-10-07 03:01:00-04:00,2025-10-07,3,1,from_above,1,False,False,9.0,-19.75
2025-10-06,ce,25154.75,6,2025-10-07 03:07:00-04:00,2025-10-07,3,1,from_below,1,False,True,16.75,-12.0
2025-10-07,h,25253.0,1,2025-10-08 11:50:00-04:00,2025-10-08,11,1,from_below,1,True,True,21.75,-21.25
2025-10-07,h,25253.0,2,2025-10-08 11:58:00-04:00,2025-10-08,11,1,from_above,1,True,True,23.0,-20.0
2025-10-07,h,25253.0,3,2025-10-08 12:08:00-04:00,2025-10-08,12,1,from_above,1,True,True,20.5,-22.5
2025-10-07,h,25253.0,4,2025-10-08 12:25:00-04:00,2025-10-08,12,1,from_above,1,True,False,9.75,-22.0
2025-10-07,h,25253.0,5,2025-10-08 12:34:00-04:00,2025-10-08,12,1,from_below,1,True,True,17.25,-21.25
2025-10-07,h,25253.0,6,2025-10-08 12:59:00-04:00,2025-10-08,12,1,from_below,1,True,True,11.5,-33.0
2025-10-07,l,25229.25,1,2025-10-08 10:10:00-04:00,2025-10-08,10,1,from_below,1,True,True,53.75,-4.5
2025-10-07,l,25229.25,2,2025-10-08 11:25:00-04:00,2025-10-08,11,1,from_below,1,True,True,21.5,-33.25
2025-10-07,l,25229.25,3,2025-10-08 11:30:00-04:00,2025-10-08,11,1,from_above,1,True,True,43.0,-4.0
2025-10-07,l,25229.25,4,2025-10-08 11:34:00-04:00,2025-10-08,11,1,from_above,1,True,True,43.25,-3.75
2025-10-07,l,25229.25,5,2025-10-09 10:31:00-04:00,2025-10-09,10,2,from_above,1,True,True,45.0,-35.75
2025-10-07,l,25229.25,6,2025-10-09 10:34:00-04:00,2025-10-09,10,2,from_above,1,True,True,46.0,-34.75
2025-10-07,ce,25241.125,1,2025-10-08 11:25:00-04:00,2025-10-08,11,1,from_below,1,True,True,21.5,-33.25
2025-10-07,ce,25241.125,2,2025-10-08 11:32:00-04:00,2025-10-08,11,1,from_below,1,True,False,4.5,-42.5
2025-10-07,ce,25241.125,3,2025-10-08 11:37:00-04:00,2025-10-08,11,1,from_below,1,True,False,9.25,-34.5
2025-10-07,ce,25241.125,4,2025-10-08 12:40:00-04:00,2025-10-08,12,1,from_above,1,True,True,29.25,-10.5
2025-10-07,ce,25241.125,5,2025-10-08 12:47:00-04:00,2025-10-08,12,1,from_above,1,True,True,29.25,-10.5
2025-10-07,ce,25241.125,6,2025-10-08 12:55:00-04:00,2025-10-08,12,1,from_below,1,True,False,3.5,-44.75
2025-10-08,h,25166.0,1,2025-10-09 13:30:00-04:00,2025-10-09,13,1,from_above,1,False,True,63.25,-10.5
2025-10-08,h,25166.0,2,2025-10-09 13:35:00-04:00,2025-10-09,13,1,from_above,1,False,True,72.25,-1.5
2025-10-08,h,25166.0,3,2025-10-10 10:59:00-04:00,2025-10-10,10,2,from_above,1,False,True,25.0,-526.75
2025-10-08,h,25166.0,4,2025-10-16 10:42:00-04:00,2025-10-16,10,8,from_below,1,False,True,190.0,-7.75
2025-10-08,h,25166.0,5,2025-10-16 10:45:00-04:00,2025-10-16,10,8,from_above,1,False,True,11.25,-199.5
2025-10-08,h,25166.0,6,2025-10-20 09:30:00-04:00,2025-10-20,9,12,from_below,1,False,True,58.5,-111.75
2025-10-08,l,25127.5,1,2025-10-10 10:59:00-04:00,2025-10-10,10,2,from_above,1,False,True,25.0,-526.75
2025-10-08,l,25127.5,2,2025-10-16 09:46:00-04:00,2025-10-16,9,8,from_below,1,False,True,97.5,-68.75
2025-10-08,l,25127.5,3,2025-10-16 10:36:00-04:00,2025-10-16,10,8,from_below,1,False,True,126.75,-54.0
2025-10-08,l,25127.5,4,2025-10-16 10:48:00-04:00,2025-10-16,10,8,from_above,1,False,False,6.5,-176.0
2025-10-08,l,25127.5,5,2025-10-16 10:50:00-04:00,2025-10-16,10,8,from_above,1,False,True,30.0,-159.75
2025-10-08,l,25127.5,6,2025-10-16 10:56:00-04:00,2025-10-16,10,8,from_above,1,False,True,20.75,-175.0
2025-10-08,ce,25146.75,1,2025-10-10 10:59:00-04:00,2025-10-10,10,2,from_above,1,False,True,25.0,-526.75
2025-10-08,ce,25146.75,2,2025-10-16 10:37:00-04:00,2025-10-16,10,8,from_below,1,False,True,139.25,-41.5
2025-10-08,ce,25146.75,3,2025-10-16 10:41:00-04:00,2025-10-16,10,8,from_below,1,False,True,168.25,-25.75
2025-10-08,ce,25146.75,4,2025-10-16 10:46:00-04:00,2025-10-16,10,8,from_above,1,False,True,23.5,-183.0
2025-10-08,ce,25146.75,5,2025-10-16 10:55:00-04:00,2025-10-16,10,8,from_below,1,False,True,186.0,-3.75
2025-10-08,ce,25146.75,6,2025-10-20 03:36:00-04:00,2025-10-20,3,12,from_below,1,False,True,54.5,-8.0
2025-10-09,h,25304.5,1,2025-10-10 00:54:00-04:00,2025-10-10,0,1,from_above,1,False,True,38.5,-11.25
2025-10-09,h,25304.5,2,2025-10-10 01:05:00-04:00,2025-10-10,1,1,from_below,1,False,False,3.75,-45.5
2025-10-09,h,25304.5,3,2025-10-10 02:37:00-04:00,2025-10-10,2,1,from_above,1,False,True,27.25,-9.75
2025-10-09,h,25304.5,4,2025-10-10 02:49:00-04:00,2025-10-10,2,1,from_above,1,False,True,19.75,-12.25
2025-10-09,h,25304.5,5,2025-10-10 02:55:00-04:00,2025-10-10,2,1,from_above,1,False,True,19.75,-8.5
2025-10-09,h,25304.5,6,2025-10-10 03:08:00-04:00,2025-10-10,3,1,from_above,1,False,True,28.0,-7.5
2025-10-09,l,25253.75,1,2025-10-10 05:57:00-04:00,2025-10-10,5,1,from_above,1,False,True,44.75,-1.25
2025-10-09,l,25253.75,2,2025-10-10 10:58:00-04:00,2025-10-10,10,1,from_above,1,False,True,54.75,-552.75
2025-10-09,l,25253.75,3,2025-10-20 10:08:00-04:00,2025-10-20,10,11,from_below,1,False,True,30.5,-76.0
2025-10-09,l,25253.75,4,2025-10-20 10:10:00-04:00,2025-10-20,10,11,from_below,1,False,True,35.0,-71.5
2025-10-09,l,25253.75,5,2025-10-20 10:25:00-04:00,2025-10-20,10,11,from_below,1,False,True,13.5,-74.0
2025-10-09,l,25253.75,6,2025-10-21 04:20:00-04:00,2025-10-21,4,12,from_above,1,False,True,27.75,-7.25
2025-10-09,ce,25279.125,1,2025-10-10 05:48:00-04:00,2025-10-10,5,1,from_above,1,False,True,17.75,-27.0
2025-10-09,ce,25279.125,2,2025-10-10 06:08:00-04:00,2025-10-10,6,1,from_below,1,False,False,3.5,-38.75
2025-10-09,ce,25279.125,3,2025-10-10 06:10:00-04:00,2025-10-10,6,1,from_below,1,False,False,3.5,-36.5
2025-10-09,ce,25279.125,4,2025-10-10 06:14:00-04:00,2025-10-10,6,1,from_above,1,False,True,32.0,-8.0
2025-10-09,ce,25279.125,5,2025-10-10 06:29:00-04:00,2025-10-10,6,1,from_above,1,False,True,28.75,-11.25
2025-10-09,ce,25279.125,6,2025-10-10 06:32:00-04:00,2025-10-10,6,1,from_above,1,False,True,36.75,-7.0
2025-10-10,h,25388.0,1,2025-10-24 05:36:00-04:00,2025-10-24,5,14,from_below,-1,True,True,18.75,-7.25
2025-10-10,h,25388.0,2,2025-10-24 05:43:00-04:00,2025-10-24,5,14,from_above,-1,True,False,3.75,-20.75
2025-10-10,h,25388.0,3,2025-10-24 06:12:00-04:00,2025-10-24,6,14,from_below,-1,True,True,21.5,-5.25
2025-10-10,h,25388.0,4,2025-10-24 06:32:00-04:00,2025-10-24,6,14,from_below,-1,True,True,23.0,-1.75
2025-10-10,h,25388.0,5,2025-10-24 07:56:00-04:00,2025-10-24,7,14,from_below,-1,True,True,54.0,-142.0
2025-10-10,h,25388.0,6,2025-10-24 08:30:00-04:00,2025-10-24,8,14,from_below,-1,True,True,179.75,-16.25
2025-10-10,l,25345.5,1,2025-10-20 11:51:00-04:00,2025-10-20,11,10,from_below,-1,True,True,47.25,-8.25
2025-10-10,l,25345.5,2,2025-10-20 13:18:00-04:00,2025-10-20,13,10,from_below,-1,True,True,12.25,-12.25
2025-10-10,l,25345.5,3,2025-10-20 13:24:00-04:00,2025-10-20,13,10,from_below,-1,True,True,14.25,-10.25
2025-10-10,l,25345.5,4,2025-10-20 13:32:00-04:00,2025-10-20,13,10,from_below,-1,True,True,13.75,-12.75
2025-10-10,l,25345.5,5,2025-10-20 13:36:00-04:00,2025-10-20,13,10,from_below,-1,True,True,16.5,-10.0
2025-10-10,l,25345.5,6,2025-10-20 13:51:00-04:00,2025-10-20,13,10,from_above,-1,True,True,10.0,-36.5
2025-10-10,ce,25366.75,1,2025-10-20 22:29:00-04:00,2025-10-20,22,10,from_below,-1,True,True,22.0,-3.0
2025-10-10,ce,25366.75,2,2025-10-24 02:10:00-04:00,2025-10-24,2,14,from_below,-1,True,True,11.0,-17.0
2025-10-10,ce,25366.75,3,2025-10-24 02:31:00-04:00,2025-10-24,2,14,from_above,-1,True,False,5.5,-27.5
2025-10-10,ce,25366.75,4,2025-10-24 02:35:00-04:00,2025-10-24,2,14,from_above,-1,True,True,10.25,-22.5
2025-10-10,ce,25366.75,5,2025-10-24 02:50:00-04:00,2025-10-24,2,14,from_below,-1,True,True,24.5,-9.25
2025-10-10,ce,25366.75,6,2025-10-24 03:05:00-04:00,2025-10-24,3,14,from_below,-1,True,True,37.25,-4.5
2025-10-13,h,24829.75,1,2025-10-14 00:15:00-04:00,2025-10-14,0,1,from_above,1,True,False,8.25,-81.0
2025-10-13,h,24829.75,2,2025-10-14 11:53:00-04:00,2025-10-14,11,1,from_below,1,True,True,68.25,-116.5
2025-10-13,h,24829.75,3,2025-10-14 12:19:00-04:00,2025-10-14,12,1,from_below,1,True,True,14.0,-120.25
2025-10-13,h,24829.75,4,2025-10-14 15:37:00-04:00,2025-10-14,15,1,from_above,1,True,True,90.75,-100.25
2025-10-13,h,24829.75,5,2025-10-14 15:39:00-04:00,2025-10-14,15,1,from_below,1,True,True,141.25,-5.75
2025-10-13,h,24829.75,6,2025-10-14 22:13:00-04:00,2025-10-14,22,1,from_below,1,True,True,20.5,-30.0
2025-10-13,l,24769.0,1,2025-10-14 00:20:00-04:00,2025-10-14,0,1,from_above,1,True,True,42.0,-27.5
2025-10-13,l,24769.0,2,2025-10-14 00:31:00-04:00,2025-10-14,0,1,from_above,1,True,True,51.0,-13.75
2025-10-13,l,24769.0,3,2025-10-14 00:33:00-04:00,2025-10-14,0,1,from_below,1,True,True,20.75,-35.0
2025-10-13,l,24769.0,4,2025-10-14 00:50:00-04:00,2025-10-14,0,1,from_above,1,True,True,46.75,-116.75
2025-10-13,l,24769.0,5,2025-10-14 01:32:00-04:00,2025-10-14,1,1,from_above,1,True,True,14.5,-118.5
2025-10-13,l,24769.0,6,2025-10-14 11:05:00-04:00,2025-10-14,11,1,from_below,1,True,True,77.5,-76.5
2025-10-13,ce,24799.375,1,2025-10-14 00:18:00-04:00,2025-10-14,0,1,from_above,1,True,True,29.25,-40.25
2025-10-13,ce,24799.375,2,2025-10-14 00:22:00-04:00,2025-10-14,0,1,from_below,1,True,True,59.0,-10.5
2025-10-13,ce,24799.375,3,2025-10-14 00:25:00-04:00,2025-10-14,0,1,from_above,1,True,False,2.0,-67.5
2025-10-13,ce,24799.375,4,2025-10-14 00:37:00-04:00,2025-10-14,0,1,from_below,1,True,True,65.25,-16.0
2025-10-13,ce,24799.375,5,2025-10-14 00:43:00-04:00,2025-10-14,0,1,from_below,1,True,True,118.25,-26.5
2025-10-13,ce,24799.375,6,2025-10-14 00:55:00-04:00,2025-10-14,0,1,from_below,1,True,True,143.75,-19.75
2025-10-14,h,24513.0,1,2025-10-17 03:09:00-04:00,2025-10-17,3,3,from_above,1,False,True,29.25,-94.25
2025-10-14,h,24513.0,2,2025-10-17 03:13:00-04:00,2025-10-17,3,3,from_above,1,False,False,8.75,-104.75
2025-10-14,h,24513.0,3,2025-10-17 03:25:00-04:00,2025-10-17,3,3,from_below,1,False,True,115.25,-2.5
2025-10-14,h,24513.0,4,2025-10-17 03:53:00-04:00,2025-10-17,3,3,from_below,1,False,True,102.5,-15.0
2025-10-14,h,24513.0,5,2025-10-17 04:34:00-04:00,2025-10-17,4,3,from_below,1,False,True,37.0,-50.5
2025-10-14,h,24513.0,6,2025-10-17 04:41:00-04:00,2025-10-17,4,3,from_below,1,False,True,35.25,-52.25
2025-10-14,l,24423.25,1,2025-10-17 04:06:00-04:00,2025-10-17,4,3,from_above,1,False,True,77.5,-40.0
2025-10-14,l,24423.25,2,2025-10-17 04:18:00-04:00,2025-10-17,4,3,from_above,1,False,True,114.5,-20.0
2025-10-14,ce,24468.125,1,2025-10-17 03:20:00-04:00,2025-10-17,3,3,from_above,1,False,True,73.25,-44.5
2025-10-14,ce,24468.125,2,2025-10-17 03:32:00-04:00,2025-10-17,3,3,from_above,1,False,True,54.25,-51.75
2025-10-14,ce,24468.125,3,2025-10-17 03:39:00-04:00,2025-10-17,3,3,from_below,1,False,True,53.0,-64.5
2025-10-14,ce,24468.125,4,2025-10-17 04:00:00-04:00,2025-10-17,4,3,from_above,1,False,True,57.5,-60.0
2025-10-14,ce,24468.125,5,2025-10-17 04:07:00-04:00,2025-10-17,4,3,from_below,1,False,True,65.5,-52.0
2025-10-14,ce,24468.125,6,2025-10-17 04:10:00-04:00,2025-10-17,4,3,from_below,1,False,True,51.5,-66.0
2025-10-15,h,24986.0,1,2025-10-16 02:06:00-04:00,2025-10-16,2,1,from_below,-1,True,True,34.0,-53.25
2025-10-15,h,24986.0,2,2025-10-16 02:10:00-04:00,2025-10-16,2,1,from_below,-1,True,True,11.75,-58.75
2025-10-15,h,24986.0,3,2025-10-16 02:21:00-04:00,2025-10-16,2,1,from_below,-1,True,True,11.5,-58.0
2025-10-15,h,24986.0,4,2025-10-16 03:31:00-04:00,2025-10-16,3,1,from_above,-1,True,True,71.0,-13.25
2025-10-15,h,24986.0,5,2025-10-16 03:41:00-04:00,2025-10-16,3,1,from_below,-1,True,True,11.25,-69.5
2025-10-15,h,24986.0,6,2025-10-16 11:41:00-04:00,2025-10-16,11,1,from_above,-1,True,True,25.25,-243.25
2025-10-15,l,24897.0,1,2025-10-16 12:20:00-04:00,2025-10-16,12,1,from_above,-1,True,True,57.75,-174.75
2025-10-15,l,24897.0,2,2025-10-16 12:26:00-04:00,2025-10-16,12,1,from_above,-1,True,True,88.75,-143.75
2025-10-15,l,24897.0,3,2025-10-16 12:56:00-04:00,2025-10-16,12,1,from_below,-1,True,True,70.25,-67.75
2025-10-15,l,24897.0,4,2025-10-16 13:01:00-04:00,2025-10-16,13,1,from_above,-1,True,True,81.5,-56.5
2025-10-15,l,24897.0,5,2025-10-16 13:07:00-04:00,2025-10-16,13,1,from_below,-1,True,True,123.75,-80.75
2025-10-15,l,24897.0,6,2025-10-16 13:11:00-04:00,2025-10-16,13,1,from_below,-1,True,True,164.5,-55.5
2025-10-15,ce,24941.5,1,2025-10-16 00:39:00-04:00,2025-10-16,0,1,from_below,-1,True,True,20.5,-40.5
2025-10-15,ce,24941.5,2,2025-10-16 00:57:00-04:00,2025-10-16,0,1,from_below,-1,True,True,17.0,-43.5
2025-10-15,ce,24941.5,3,2025-10-16 01:22:00-04:00,2025-10-16,1,1,from_below,-1,True,False,9.0,-58.25
2025-10-15,ce,24941.5,4,2025-10-16 01:30:00-04:00,2025-10-16,1,1,from_below,-1,True,True,45.0,-32.0
2025-10-15,ce,24941.5,5,2025-10-16 01:52:00-04:00,2025-10-16,1,1,from_above,-1,True,True,84.75,-4.0
2025-10-15,ce,24941.5,6,2025-10-16 12:00:00-04:00,2025-10-16,12,1,from_above,-1,True,True,47.25,-218.5
2025-10-16,h,25125.5,1,2025-10-20 01:45:00-04:00,2025-10-20,1,4,from_below,-1,False,True,38.5,-2.0
2025-10-16,h,25125.5,2,2025-10-20 01:50:00-04:00,2025-10-20,1,4,from_below,-1,False,True,38.25,-2.25
2025-10-16,h,25125.5,3,2025-10-20 02:37:00-04:00,2025-10-20,2,4,from_below,-1,False,True,25.5,-26.0
2025-10-16,h,25125.5,4,2025-10-20 02:53:00-04:00,2025-10-20,2,4,from_below,-1,False,True,24.25,-29.75
2025-10-16,h,25125.5,5,2025-10-20 02:57:00-04:00,2025-10-20,2,4,from_below,-1,False,True,23.25,-30.75
2025-10-16,h,25125.5,6,2025-10-20 03:10:00-04:00,2025-10-20,3,4,from_below,-1,False,True,18.25,-30.0
2025-10-16,l,25047.5,1,2025-10-17 15:11:00-04:00,2025-10-17,15,1,from_below,-1,False,True,72.25,-6.0
2025-10-16,l,25047.5,2,2025-10-17 15:21:00-04:00,2025-10-17,15,1,from_below,-1,False,True,72.75,-3.25
2025-10-16,l,25047.5,3,2025-10-19 18:05:00-04:00,2025-10-19,18,3,from_above,-1,False,False,7.0,-32.75
2025-10-16,l,25047.5,4,2025-10-19 18:22:00-04:00,2025-10-19,18,3,from_above,-1,False,True,18.25,-32.5
2025-10-16,l,25047.5,5,2025-10-19 18:28:00-04:00,2025-10-19,18,3,from_above,-1,False,True,17.5,-61.5
2025-10-16,l,25047.5,6,2025-10-19 18:40:00-04:00,2025-10-19,18,3,from_above,-1,False,True,14.0,-65.0
2025-10-16,ce,25086.5,1,2025-10-19 18:00:00-04:00,2025-10-19,18,3,from_below,-1,False,True,39.5,-21.0
2025-10-16,ce,25086.5,2,2025-10-19 23:48:00-04:00,2025-10-19,23,3,from_below,-1,False,False,5.0,-36.5
2025-10-16,ce,25086.5,3,2025-10-19 23:53:00-04:00,2025-10-19,23,3,from_above,-1,False,True,37.0,-2.0
2025-10-16,ce,25086.5,4,2025-10-20 00:40:00-04:00,2025-10-20,0,4,from_above,-1,False,True,32.5,-5.0
2025-10-16,ce,25086.5,5,2025-10-20 02:04:00-04:00,2025-10-20,2,4,from_above,-1,False,True,29.5,-9.0
2025-10-16,ce,25086.5,6,2025-10-20 02:06:00-04:00,2025-10-20,2,4,from_above,-1,False,True,33.75,-4.75
2025-10-20,h,25232.0,1,2025-10-21 09:43:00-04:00,2025-10-21,9,1,from_above,1,False,True,34.25,-48.75
2025-10-20,h,25232.0,2,2025-10-21 09:46:00-04:00,2025-10-21,9,1,from_above,1,False,True,28.25,-54.75
2025-10-20,h,25232.0,3,2025-10-21 09:48:00-04:00,2025-10-21,9,1,from_above,1,False,True,60.5,-22.5
2025-10-20,h,25232.0,4,2025-10-21 09:55:00-04:00,2025-10-21,9,1,from_above,1,False,True,66.0,-25.25
2025-10-20,h,25232.0,5,2025-10-21 10:02:00-04:00,2025-10-21,10,1,from_below,1,False,True,19.0,-81.0
2025-10-20,h,25232.0,6,2025-10-21 10:08:00-04:00,2025-10-21,10,1,from_above,1,False,True,65.0,-35.0
2025-10-20,l,25181.25,1,2025-10-22 09:34:00-04:00,2025-10-22,9,2,from_above,1,False,True,104.75,-96.0
2025-10-20,l,25181.25,2,2025-10-22 10:26:00-04:00,2025-10-22,10,2,from_above,1,False,True,26.0,-149.5
2025-10-20,l,25181.25,3,2025-10-22 11:01:00-04:00,2025-10-22,11,2,from_below,1,False,True,183.5,-5.25
2025-10-20,l,25181.25,4,2025-10-23 09:56:00-04:00,2025-10-23,9,3,from_below,1,False,True,89.5,-26.0
2025-10-20,l,25181.25,5,2025-10-23 10:36:00-04:00,2025-10-23,10,3,from_below,1,False,True,38.0,-31.25
2025-10-20,l,25181.25,6,2025-10-23 10:40:00-04:00,2025-10-23,10,3,from_above,1,False,True,24.5,-44.75
2025-10-20,ce,25206.625,1,2025-10-21 10:28:00-04:00,2025-10-21,10,1,from_above,1,False,True,94.25,-5.75
2025-10-20,ce,25206.625,2,2025-10-21 10:32:00-04:00,2025-10-21,10,1,from_above,1,False,True,97.0,-3.0
2025-10-20,ce,25206.625,3,2025-10-22 07:43:00-04:00,2025-10-22,7,2,from_above,1,False,True,56.0,-3.25
2025-10-20,ce,25206.625,4,2025-10-22 07:47:00-04:00,2025-10-22,7,2,from_above,1,False,True,57.5,-1.75
2025-10-20,ce,25206.625,5,2025-10-22 09:33:00-04:00,2025-10-22,9,2,from_above,1,False,True,94.0,-106.75
2025-10-20,ce,25206.625,6,2025-10-22 09:38:00-04:00,2025-10-22,9,2,from_below,1,False,True,114.5,-88.0
2025-10-21,h,25262.25,1,2025-10-22 04:13:00-04:00,2025-10-22,4,1,from_above,-1,False,False,8.5,-29.5
2025-10-21,h,25262.25,2,2025-10-22 04:15:00-04:00,2025-10-22,4,1,from_above,-1,False,True,15.25,-22.75
2025-10-21,h,25262.25,3,2025-10-22 04:26:00-04:00,2025-10-22,4,1,from_above,-1,False,True,12.25,-32.25
2025-10-21,h,25262.25,4,2025-10-22 04:34:00-04:00,2025-10-22,4,1,from_above,-1,False,False,5.5,-36.75
2025-10-21,h,25262.25,5,2025-10-22 04:40:00-04:00,2025-10-22,4,1,from_above,-1,False,False,8.25,-34.0
2025-10-21,h,25262.25,6,2025-10-22 05:00:00-04:00,2025-10-22,5,1,from_above,-1,False,True,13.25,-30.25
2025-10-21,l,25219.25,1,2025-10-22 07:39:00-04:00,2025-10-22,7,1,from_above,-1,False,True,47.75,-11.5
2025-10-21,l,25219.25,2,2025-10-22 07:44:00-04:00,2025-10-22,7,1,from_below,-1,False,False,8.5,-50.75
2025-10-21,l,25219.25,3,2025-10-22 07:50:00-04:00,2025-10-22,7,1,from_below,-1,False,False,4.0,-48.75
2025-10-21,l,25219.25,4,2025-10-22 07:58:00-04:00,2025-10-22,7,1,from_above,-1,False,True,43.75,-6.0
2025-10-21,l,25219.25,5,2025-10-22 08:01:00-04:00,2025-10-22,8,1,from_above,-1,False,True,26.0,-23.75
2025-10-21,l,25219.25,6,2025-10-22 09:30:00-04:00,2025-10-22,9,1,from_above,-1,False,True,73.5,-109.75
2025-10-21,ce,25240.75,1,2025-10-22 05:12:00-04:00,2025-10-22,5,1,from_above,-1,False,True,33.0,-10.5
2025-10-21,ce,25240.75,2,2025-10-22 07:09:00-04:00,2025-10-22,7,1,from_above,-1,False,True,23.25,-31.0
2025-10-21,ce,25240.75,3,2025-10-22 07:28:00-04:00,2025-10-22,7,1,from_above,-1,False,True,19.25,-37.25
2025-10-21,ce,25240.75,4,2025-10-22 07:34:00-04:00,2025-10-22,7,1,from_below,-1,False,True,28.5,-30.75
2025-10-21,ce,25240.75,5,2025-10-22 07:55:00-04:00,2025-10-22,7,1,from_below,-1,False,True,21.25,-28.5
2025-10-21,ce,25240.75,6,2025-10-22 08:01:00-04:00,2025-10-22,8,1,from_below,-1,False,True,23.75,-26.0
2025-10-22,h,25261.5,1,2025-10-23 13:38:00-04:00,2025-10-23,13,1,from_below,-1,False,True,17.25,-25.5
2025-10-22,h,25261.5,2,2025-10-23 14:01:00-04:00,2025-10-23,14,1,from_above,-1,False,True,21.75,-21.0
2025-10-22,h,25261.5,3,2025-10-23 14:05:00-04:00,2025-10-23,14,1,from_above,-1,False,True,25.5,-17.25
2025-10-22,h,25261.5,4,2025-10-23 14:35:00-04:00,2025-10-23,14,1,from_above,-1,False,True,24.25,-4.25
2025-10-22,h,25261.5,5,2025-10-23 14:49:00-04:00,2025-10-23,14,1,from_below,-1,False,False,8.0,-21.25
2025-10-22,h,25261.5,6,2025-10-23 15:08:00-04:00,2025-10-23,15,1,from_above,-1,False,True,19.0,-33.0
2025-10-22,l,25235.75,1,2025-10-23 12:52:00-04:00,2025-10-23,12,1,from_below,-1,False,True,43.75,-46.5
2025-10-22,l,25235.75,2,2025-10-23 13:02:00-04:00,2025-10-23,13,1,from_above,-1,False,True,44.75,-49.25
2025-10-22,l,25235.75,3,2025-10-23 13:11:00-04:00,2025-10-23,13,1,from_below,-1,False,True,28.0,-56.75
2025-10-22,l,25235.75,4,2025-10-23 13:33:00-04:00,2025-10-23,13,1,from_below,-1,False,False,8.25,-63.75
2025-10-22,l,25235.75,5,2025-10-23 13:35:00-04:00,2025-10-23,13,1,from_below,-1,False,True,12.25,-50.75
2025-10-22,l,25235.75,6,2025-10-23 15:50:00-04:00,2025-10-23,15,1,from_above,-1,False,True,54.25,-10.0
2025-10-22,ce,25248.625,1,2025-10-23 13:01:00-04:00,2025-10-23,13,1,from_below,-1,False,True,55.5,-38.5
2025-10-22,ce,25248.625,2,2025-10-23 13:36:00-04:00,2025-10-23,13,1,from_below,-1,False,True,15.5,-36.75
